id,ai,am_nhac,an_ninh_mang,app,bac_si,bai_hat,bau_cu,benh_vien,bien_chung,blockchain,bo_truong,bong_da,bong_ro,ca_si,cau_thu,cham_soc,chinh_phu,chinh_sach,chu_tich,chuong_trinh,co_phieu,concert,cong_dong,cong_nghe,dai_bieu,dai_hoc,dang,dao_dien,dao_tao,dau_tu,dich_benh,diem_chuan,dien_thoai,dien_vien,dinh_duong,doanh_nghiep,doi_tuyen,du_lieu,gameshow,gdp,gia_vang,giai_dau,giao_duc,giao_vien,ha_noi,hiep_dinh,hlv,hoat_dong,hoc_bong,hoc_phi,hoc_sinh,hoc_tap,hoi_nghi,huy_chuong,idol,internet,khong_khi,khung_hoang,kinh_doanh,lai_suat,lam_phat,lanh_dao,liveshow,luat,mang_5g,may_tinh,mon_hoc,mv,nam_hoc,ngan_hang,nghe_si,nghi_quyet,ngoai_giao,nguoi_dan,nhap_khau,nhiem,olympic,phan_mem,phat_trien,phau_thuat,phim,quoc_hoi,quoc_te,robot,san_khau,startup,suc_khoe,tang_truong,tennis,thanh_nien,the_thao,the_van_hoi,thi,thi_truong,thiet_bi,thong_minh,thong_tin,thu_hut,thu_khoa,thu_tuong,thuc_hien,thuoc,thuong_mai,tiem_chung,tot_nghiep,tphcm,tran_dau,trien_khai,truong_hoc,truyen_hinh,ung_thu,v_league,vaccine,van_de,viet_nam,vo_dich,world_cup,xa_hoi,xuat_khau,y_te,doc_length,category
782,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,3.0,4.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,,0.0,13.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,5.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,14.0,0.0,,0.0,0.0,0.0,9.0,5.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,13.0,,208,Business
783,1.0,0.0,3.0,0.0,11.0,0.0,12.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,2.0,0.0,2.0,14.0,183,Health
784,3.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,,0.0,11.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,150,Entertainment
785,0.0,0.0,0.0,3.0,3.0,1.0,11.0,0.0,3.0,0.0,7.0,0.0,5.0,1.0,5.0,0.0,6.0,6.0,12.0,4.0,4.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,15.0,2.0,2.0,0.0,5.0,0.0,,8.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,3.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,1.0,0.0,0.0,5.0,8.0,0.0,12.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,0.0,,0.0,0.0,3.0,2.0,0.0,0.0,2.0,236,Politics
786,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,,0.0,8.0,0.0,0.0,7.0,0.0,3.0,,0.0,3.0,0.0,13.0,0.0,,5.0,3.0,3.0,3.0,0.0,8.0,0.0,0.0,11.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,9.0,,5.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,,0.0,0.0,4.0,2.0,0.0,187,Entertainment
787,0.0,0.0,0.0,0.0,,,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,6.0,5.0,0.0,3.0,0.0,0.0,5.0,1.0,7.0,,3.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,8.0,0.0,4.0,0.0,0.0,,0.0,7.0,0.0,0.0,3.0,4.0,4.0,,0.0,5.0,1.0,5.0,10.0,5.0,0.0,,2.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,205,Health
788,0.0,3.0,0.0,0.0,14.0,1.0,0.0,15.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,10.0,0.0,0.0,0.0,9.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,6.0,5.0,3.0,0.0,3.0,0.0,4.0,,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,4.0,0.0,10.0,0.0,5.0,8.0,,10.0,6.0,10.0,,0.0,5.0,0.0,3.0,246,Health
789,0.0,9.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,101,Entertainment
790,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,15.0,6.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,10.0,1.0,14.0,0.0,0.0,0.0,137,Sports
791,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,,2.0,3.0,14.0,,0.0,14.0,0.0,4.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,,0.0,6.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0,,5.0,0.0,5.0,0.0,4.0,0.0,0.0,,13.0,0.0,4.0,1.0,1.0,2.0,0.0,10.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,7.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,3.0,0.0,,2.0,0.0,0.0,0.0,0.0,4.0,,1.0,4.0,14.0,4.0,0.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,272,Education
792,,0.0,0.0,,0.0,3.0,12.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,9.0,12.0,0.0,0.0,9.0,12.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,,0.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,13.0,9.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,8.0,0.0,0.0,2.0,,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,Politics
793,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,14.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,6.0,0.0,,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,5.0,0.0,12.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,5.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,7.0,3.0,10.0,10.0,0.0,0.0,4.0,0.0,0.0,257,Entertainment
794,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,,,0.0,,3.0,0.0,10.0,8.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,12.0,7.0,0.0,2.0,8.0,8.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,11.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,11.0,10.0,11.0,3.0,0.0,3.0,,11.0,3.0,9.0,10.0,0.0,0.0,4.0,0.0,0.0,269,Technology
795,0.0,1.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,5.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,3.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,,7.0,0.0,0.0,10.0,9.0,2.0,3.0,1.0,0.0,12.0,202,Health
796,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,0.0,1.0,10.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,6.0,0.0,6.0,1.0,2.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,8.0,0.0,0.0,,0.0,2.0,174,Politics
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,,3.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,7.0,0.0,0.0,9.0,6.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0,182,Education
798,,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,7.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,7.0,0.0,9.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,1.0,0.0,150,Politics
799,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,9.0,0.0,0.0,,0.0,9.0,5.0,0.0,,0.0,0.0,0.0,169,Education
800,0.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,5.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,144,Politics
801,5.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,6.0,12.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,10.0,9.0,0.0,,0.0,8.0,1.0,0.0,0.0,10.0,9.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0,188,Business
802,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,10.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,5.0,7.0,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,0.0,3.0,0.0,0.0,136,Politics
803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,0.0,8.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,15.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,7.0,,0.0,0.0,0.0,3.0,0.0,8.0,0.0,,7.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,5.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,,0.0,,0.0,0.0,10.0,1.0,0.0,0.0,4.0,0.0,3.0,209,Education
804,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,3.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,150,Technology
805,0.0,0.0,2.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,8.0,5.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,10.0,0.0,11.0,4.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,2.0,9.0,0.0,1.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,3.0,5.0,0.0,9.0,0.0,0.0,,8.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,14.0,4.0,2.0,0.0,240,Sports
806,0.0,7.0,0.0,0.0,0.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,9.0,0.0,,,1.0,5.0,0.0,10.0,0.0,,1.0,3.0,0.0,,8.0,0.0,0.0,1.0,0.0,0.0,205,Entertainment
807,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,4.0,8.0,,2.0,115,Sports
808,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,,0.0,8.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,4.0,0.0,,7.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,157,Health
809,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,11.0,3.0,2.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,6.0,2.0,,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,8.0,0.0,0.0,3.0,8.0,0.0,0.0,161,Sports
